outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit,feature_shift_original
12,4,0.580476545905223,0.2731126695115081,0.4130072493982843,0.6789479366081959,0.8065297053010895,0.0,0.9199786186218262
12,5,0.2298638339258213,0.2160393915818372,0.1226737079007118,0.5622303339087781,0.9473888505588878,-0.25,0.29690882563591
12,6,0.725455485343983,0.2083509683502294,0.4207847037047023,0.661255720804737,0.8047000386798668,0.0,848.0726928710938
12,7,0.3568575505504685,0.2529834065868547,0.2468189165309303,0.613612704735612,0.8847841679939721,0.25,0.4338901340961456
12,8,0.35134474019089773,0.2645916527176113,0.109123464886309,0.5668354006031805,0.9528654187358416,0.0,0.4016964435577392
12,9,0.24575110255964136,0.2002335869421836,0.0479812683982386,0.4933229219969524,0.9806939982739784,-0.25,0.3130033612251282
12,10,0.39497385786387884,0.3047761841318536,0.2305174829923655,0.6501704094747796,0.9056063763809848,0.0,0.618215024471283
12,11,0.3521587121673654,0.245122250103582,0.4084801616973277,0.6707768951236885,0.8094532927941709,0.0,0.4154539406299591
12,13,0.331783676794471,0.2179242023346012,0.1077633489495244,0.5260183718985851,0.9527001620171166,0.0,0.3730559945106506
13,1,0.3907901941005233,0.2569818167045454,0.416960974613978,0.6787976002532999,0.8091727865782851,0.0,0.5061340928077698
13,2,0.2855689416550986,0.2668309952967901,0.2119009532014858,0.62890888630332,0.9060863636702958,0.0,0.3515233099460602
13,3,0.24162326521190752,0.2233781859583355,0.0814356258864662,0.524740452970247,0.9665814696696766,0.0,0.2720320224761963
13,4,0.5772840784533402,0.3837017728887433,0.117838233278811,0.6743536820689877,0.9646093118164794,0.0,0.9211408495903016
13,5,0.22756771489066457,0.2272825951865238,0.1900206484737495,0.5857835732921178,0.9221117146990516,0.0,0.2921499907970428
13,6,0.7438644638810767,0.2231403236687358,0.4171415075866023,0.6415660864023693,0.8061170394010773,0.0,761.91943359375
13,7,0.3616928096682037,0.2833904032746592,0.2651786238218264,0.6505193902782678,0.891934195199427,0.0,0.4330317080020904
13,8,0.3594508419287451,0.2685800943485656,0.1057311697996057,0.5776923415135372,0.9565729205633936,-0.25,0.3887014389038086
13,9,0.2390173117273225,0.187312453245066,0.0487828946483434,0.4857248416553744,0.9798320324969864,-0.25,0.3276783525943756
13,10,0.3972044580798984,0.289500717991475,0.1933462550919407,0.6338964818962826,0.9210092882683868,0.0,0.6186922192573547
13,11,0.3469592794593812,0.1918827417010773,0.4383399073105174,0.6524157630399146,0.7840061764277163,0.25,0.3958611190319061
13,12,0.3055735908452302,0.2271609089327996,0.4142337598979515,0.6651948405672679,0.8102563594738514,0.0,0.4249115586280823
